character,pinyin,bihua,n.male,n.female,name.gender,n.1930_1959,n.1960_1969,n.1970_1979,n.1980_1989,n.1990_1999,n.2000_2008,ppm.1930_1959,ppm.1960_1969,ppm.1970_1979,ppm.1980_1989,ppm.1990_1999,ppm.2000_2008,name.ppm,name.uniqueness,corpus.ppm,corpus.uniqueness,name.valence,name.warmth,name.competence
欠,qian4,4,4511,48122,-0.8285866281610397,7851,3022,1838,18613,19663,1443,24.458,14.741,8.794,89.918,117.042,16.033,45.164,4.335696567645559,28.297093759847712,4.533175459054143,1.6875,1.7,1.8
茜,qian4,9,15187,557392,-0.9469522982854768,7206,13290,34381,137983,229260,150442,22.449,64.829,164.502,666.585,1364.643,1671.578,659.098,3.1803915830949223,1.672100994900092,5.5731471312642675,3.9375,3.6,3
倩,qian4,10,29448,2046375,-0.9716276387726699,24130,32933,86885,571785,1000468,359693,75.171,160.649,415.718,2762.246,5955.167,3996.589,2227.59,2.651969822554192,17.8786183300856,4.724029793596059,4.125,3.4,3.2
嵌,qian4,12,300,1422,-0.6515679442508711,41,32,98,685,734,132,0.128,0.156,0.469,3.309,4.369,1.467,1.65,5.576754126063192,14.277170033377708,4.815957087691974,2.5,2.7,2.7
锵,qiang1,14,2965,207,0.8694829760403531,511,260,434,804,766,397,1.592,1.268,2.077,3.884,4.56,4.411,2.965,5.401756808346377,3.7943830268886702,5.3192672728014845,3.3125,2.6,2.9
强,qiang2,12,9894803,166043,0.966992239022444,1056136,1583746,2394030,2516390,1990441,519949,3290.143,7725.59,11454.689,12156.473,11847.863,5777.211,8708.662,2.0599986985380485,885.5060999530525,3.0523182717191983,3.9375,3.3,3.5
墙,qiang2,14,1603,362,0.6315521628498728,373,194,201,447,513,237,1.162,0.946,0.962,2.159,3.054,2.633,1.819,5.5499049241283975,112.80250557902929,3.9438481760150483,2.5625,2.4,2.7
嫱,qiang2,14,19,5691,-0.9933450087565674,199,246,675,1978,1972,637,0.62,1.2,3.23,9.556,11.738,7.078,5.57,5.182434630440219,0.38586946036155967,5.858277675434597,3.25,3.1,2.6
镪,qiang3,17,1790,46,0.9498910675381264,59,73,164,403,613,524,0.184,0.356,0.785,1.947,3.649,5.822,2.124,5.5052889747947376,0,6,2.9375,2.6,2.9
悄,qiao1,10,573,1884,-0.5335775335775336,48,29,60,686,1318,316,0.15,0.141,0.287,3.314,7.845,3.511,2.541,5.450874073241889,81.6757024431968,4.082622106472823,2.5,2.9,2.7
乔,qiao2,6,181054,203236,-0.05772203283978246,102743,60868,57537,60655,68166,34502,320.072,296.917,275.297,293.019,405.75,383.356,329.069,3.4813952625862172,25.853253844224497,4.571003082740105,3.625,3.5,3.4
侨,qiao2,8,21289,12078,0.2760511882998172,2859,2353,4161,8828,10333,4826,8.907,11.478,19.909,42.647,61.506,53.622,33.012,4.468367829595488,21.737312933701194,4.643260860977191,3.125,3.1,3.1
荞,qiao2,9,503,2719,-0.6877715704531348,294,210,212,391,1064,1051,0.916,1.024,1.014,1.889,6.333,11.678,3.809,5.317945222926193,1.7364125716270187,5.562818423007135,3.0625,3,2.7
峤,qiao2,9,2332,1223,0.31195499296765117,137,103,437,1159,1182,538,0.427,0.502,2.091,5.599,7.036,5.978,3.606,5.336676066371788,0.32155788363463306,5.87891381021477,3.1875,2.8,2.6
桥,qiao2,10,503352,150945,0.5386040284457976,170134,125159,130293,109284,88624,30834,530.012,610.532,623.411,527.942,527.524,342.6,527.004,3.277362787368939,119.16935167499501,3.9202062818810783,3.25,3.1,3
谯,qiao2,14,142,64,0.3786407766990291,4,9,7,57,92,37,0.012,0.044,0.033,0.275,0.548,0.411,0.221,5.913284336055118,0,6,3.0625,2.7,3
樵,qiao2,16,4623,751,0.7205061406773353,2210,468,436,633,1033,599,6.885,2.283,2.086,3.058,6.149,6.656,4.52,5.2580609222708015,2.829709375984771,5.416834181956984,2.9375,2.9,3
巧,qiao3,5,117676,2745085,-0.9177884566682304,803828,602683,554657,483876,322359,92428,2504.137,2939.917,2653.861,2337.565,1918.804,1026.978,2230.21,2.651459552284904,121.35594528371053,3.9123749234010523,3.75,3.5,3.5
俏,qiao4,9,6625,68416,-0.8234298583441052,3325,3991,8331,22396,26493,10417,10.358,19.468,39.861,108.193,157.696,115.744,75.22,4.117931055563852,9.582424932312065,4.975414803562506,3.875,3.7,3.4
翘,qiao4,12,2813,6639,-0.4047820567075751,696,203,282,1406,3977,2892,2.168,0.99,1.349,6.792,23.673,32.133,11.184,4.914210109672013,11.38314908066601,4.907168898575586,2.75,3,3.2
郄,qie4,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0.006,0,0.001,5.999565922520682,0,6,2.625,2.4,2.9
钦,qin1,9,856964,273133,0.5166202547214973,359335,178401,161280,170993,165321,94540,1119.424,870.249,771.675,826.053,984.054,1050.444,936.983,3.027805032700996,17.8786183300856,4.724029793596059,3.625,2.8,3.4
亲,qin1,9,9706,28769,-0.49546458739441196,16041,7455,5221,3908,4089,1857,49.972,36.366,24.981,18.879,24.339,20.633,29.195,4.520064966055664,563.9482163184194,3.2479913581944193,3.5,3.5,2.7
芹,qin2,7,141990,5101147,-0.9458377684962266,2451634,1326641,865924,402283,155825,35028,7637.489,6471.42,4143.177,1943.396,927.53,389.2,3585.369,2.445345028098077,8.103258667592753,5.040803116687447,3.25,3.2,2.8
芩,qin2,7,333,8258,-0.9224770108252822,1041,832,1098,1650,2250,1725,3.243,4.059,5.254,7.971,13.393,19.167,8.848,5.00665196007674,1.672100994900092,5.5731471312642675,3.5,3.1,3.1
秦,qin2,10,51430,37128,0.16149867883195193,13636,8686,10327,17214,23908,14810,42.48,42.371,49.411,83.159,142.31,164.556,87.381,4.053641088856267,76.14490684468112,4.112692741049509,3.25,3.4,3.1
琴,qin2,12,112856,9583624,-0.9767222744748609,2949118,2090776,2016413,1532272,880507,228677,9187.283,10198.907,9647.909,7402.28,5241.113,2540.856,7369.725,2.132489791922013,67.26990925636524,4.165770674407529,3.625,3.2,2.9
勤,qin2,13,1011453,1693111,-0.2520398851718798,913045,685779,571977,336254,155936,43651,2844.377,3345.263,2736.732,1624.415,928.19,485.011,1993.998,2.7000575353603904,81.22552140610831,4.084993363900915,4,3.7,3.9
沁,qin4,7,22693,91629,-0.6029985479610224,2433,3449,7626,15290,39986,45644,7.579,16.824,36.488,73.865,238.012,507.156,146.654,3.8307547833457227,10.354163853035185,4.944844842719769,3.875,3.7,3.9
青,qing1,8,2677163,3849498,-0.17962247464668382,1554277,1331368,1370239,1211917,820859,242564,4841.984,6494.478,6556.167,5854.671,4886.065,2695.156,5221.42,2.282128204066593,551.0215893963073,3.2580439368136775,3.875,3.1,3.4
倾,qing1,10,1067,1187,-0.05323868677905945,285,178,237,442,518,592,0.888,0.868,1.134,2.135,3.083,6.578,2.448,5.462432742847325,121.806126320799,3.910779967389052,3.4375,3.3,3.6
卿,qing1,10,322196,534811,-0.24809015562299958,389642,139612,102465,101342,74481,49595,1213.838,681.034,490.263,489.575,443.339,551.056,644.851,3.189867663648295,18.521734097354866,4.709481606983757,3.8125,3.9,3.9
清,qing1,11,6065189,5674373,0.033290509475566464,4996211,2554737,1882106,1190015,780844,333690,15564.52,12462.132,9005.292,5748.865,4647.881,3707.667,8522.726,2.069370519375554,643.7588830365354,3.1906026657434574,4.125,3.7,3.4
情,qing2,11,46748,180251,-0.5881215335750378,25215,21693,29615,48730,66136,35370,78.551,105.82,141.699,235.411,393.667,393,224.691,3.646485759168892,1564.37910388249,2.8053804678389276,3.25,3.3,3.1
晴,qing2,12,61431,791380,-0.8559329089329288,16426,18145,34343,121049,325387,337609,51.171,88.512,164.321,584.778,1936.827,3751.211,1096.137,2.959739138488121,31.38404944274019,4.4896688461114405,4.0625,4.1,3.3
擎,qing2,16,10618,5185,0.34379548187053094,618,670,1732,4116,5641,3028,1.925,3.268,8.287,19.884,33.577,33.644,16.764,4.7504592354983615,4.18025248725023,5.285649072079631,3.3125,2.9,3.4
苘,qing3,8,60,114,-0.3103448275862069,4,7,24,34,53,52,0.012,0.034,0.115,0.164,0.315,0.578,0.203,5.919734372660155,0,6,3,2.9,3
顷,qing3,8,969,305,0.521193092621664,351,134,189,277,249,73,1.093,0.654,0.904,1.338,1.482,0.811,1.047,5.688882157337495,19.16484986462413,4.6954050071405184,2.6875,3,2.9
庆,qing4,6,6727267,2523574,0.45441198265109084,3148866,1892563,1695151,1318006,823159,366968,9809.551,9232.015,8110.77,6367.179,4899.756,4077.422,7082.782,2.1497348124810944,113.38130976957163,3.9416449346957925,3.875,3.6,3.3
箐,qing4,14,1317,6999,-0.6832611832611832,137,332,981,2027,2737,2100,0.427,1.62,4.694,9.792,16.292,23.333,9.36,4.984640244590786,0.38586946036155967,5.858277675434597,3.4375,3.4,3.2
磬,qing4,16,558,934,-0.2520107238605898,72,80,146,313,402,453,0.224,0.39,0.699,1.512,2.393,5.033,1.709,5.567190994966832,1.5434778414462387,5.594572041551221,3.3125,3,3.3
罄,qing4,17,60,122,-0.34065934065934067,1,13,26,37,38,67,0.003,0.063,0.124,0.179,0.226,0.744,0.223,5.912573542963714,0.9646736509038991,5.706709579325387,2.5,3,2.8
琼,qiong2,12,203950,5542765,-0.929020318564606,1445800,1392804,1448991,874933,469931,110401,4504.05,6794.166,6932.971,4226.729,2797.208,1226.678,4413.634,2.3551052962470536,15.9492710282778,4.770848975644049,4.3125,3.5,3.5
丘,qiu1,5,2037,621,0.5327313769751693,401,327,397,711,581,242,1.249,1.595,1.9,3.435,3.458,2.689,2.388,5.470056598341331,30.355064215109362,4.503692305453482,3.1875,2.8,3.1
邱,qiu1,7,4484,3725,0.09245949567547813,567,582,727,1766,2660,1889,1.766,2.839,3.478,8.531,15.833,20.989,8.906,5.004101676353563,7.0099618632350005,5.096369551659336,3.375,2.9,3
秋,qiu1,9,1541636,5325241,-0.5509935593720406,1684218,1483621,1290517,1220700,876355,312222,5246.785,7237.176,6174.722,5897.101,5216.399,3469.133,5540.219,2.2563946853188845,149.00992327628896,3.8238800110670588,3.5,3.1,3.1
萩,qiu1,12,67,269,-0.6011904761904762,15,31,33,50,84,122,0.047,0.151,0.158,0.242,0.5,1.356,0.409,5.851089006890644,0,6,3.25,2.7,3.2
楸,qiu1,13,334,328,0.00906344410876133,12,14,26,101,245,264,0.037,0.068,0.124,0.488,1.458,2.933,0.851,5.732593581247096,0.4501810370884863,5.8385777781093235,2.9375,2.4,2.7
求,qiu2,7,45190,17854,0.4336019288116236,30606,11584,7567,7311,4524,1260,95.346,56.507,36.206,35.319,26.929,14,44.051,4.346295564514844,820.1655379984951,3.0855692850334706,2.1875,2.4,2.6
俅,qiu2,9,173,33,0.6796116504854369,27,19,31,76,52,7,0.084,0.093,0.148,0.367,0.31,0.078,0.18,5.928117992693875,0,6,2.3125,2.2,2.6
逑,qiu2,10,99,148,-0.19838056680161945,79,44,26,42,37,19,0.246,0.215,0.124,0.203,0.22,0.211,0.203,5.919734372660155,0,6,2.5625,2.6,2.9
球,qiu2,11,227033,160759,0.17090089532532904,175400,91167,67239,37005,14514,2372,546.417,444.717,321.718,178.768,86.393,26.356,267.395,3.571225579012121,346.3821522512268,3.459192498433315,2.25,2,2.2
裘,qiu2,13,1095,115,0.8099173553719008,857,87,61,100,77,29,2.67,0.424,0.292,0.483,0.458,0.322,0.775,5.750801642608887,4.887679831246423,5.230055814720753,3.0625,2.5,2.9
区,qu1,4,3110,675,0.6433289299867899,1118,646,831,765,349,75,3.483,3.151,3.976,3.696,2.077,0.833,2.869,5.412401270278755,891.2298302817491,3.049523260908135,2.75,2.5,2.7
屈,qu1,8,482,304,0.22646310432569974,88,62,117,237,229,53,0.274,0.302,0.56,1.145,1.363,0.589,0.706,5.768020973168496,57.23730328696469,4.234798743494228,2.3125,2.4,2.3
渠,qu2,11,17417,6163,0.4772688719253605,6115,4319,5455,3432,2814,1413,19.05,21.068,26.1,16.58,16.75,15.7,19.208,4.694476666788745,37.81520711543285,4.410998092127136,3,3.1,2.9
蕖,qu2,14,113,641,-0.7002652519893899,69,76,149,182,167,113,0.215,0.371,0.713,0.879,0.994,1.256,0.738,5.7599502278873524,0,6,3.125,3.1,2.9
瞿,qu2,18,556,265,0.35444579780755175,28,38,77,194,280,204,0.087,0.185,0.368,0.937,1.667,2.267,0.919,5.716925025264528,4.308875640704083,5.274997447796638,3.3125,2.8,3
曲,qu3,6,13270,26888,-0.33911051347178645,9151,5811,7922,9599,6041,1644,28.508,28.346,37.904,46.372,35.958,18.267,32.559,4.47419098887291,308.0524525219785,3.509967805663692,3.1875,3,3
取,qu3,8,4174,3363,0.10760249436115166,2566,1159,987,1082,1274,464,7.994,5.654,4.722,5.227,7.583,5.156,6.056,5.151441427876237,764.150154669342,3.116253329623764,2.5,2.6,2.7
去,qu4,5,1060,645,0.2434017595307918,732,242,238,221,193,79,2.28,1.18,1.139,1.068,1.149,0.878,1.282,5.641684359917805,2401.973079173982,2.61925109462751,2.1875,2.3,2.2
趣,qu4,15,413,637,-0.21333333333333335,225,89,130,223,278,105,0.701,0.434,0.622,1.077,1.655,1.167,0.943,5.7115271994002175,156.27713144643167,3.8033344204704,3.3125,3.3,2.9
权,quan2,6,2374044,114493,0.9079836868007186,702061,504493,502344,346374,283954,148705,2187.106,2460.941,2403.56,1673.304,1690.202,1652.278,2011.232,2.696321948809333,543.1755770356222,3.2642609535461116,3.6875,3,3.4
全,quan2,6,5494055,722606,0.7675260079325541,2577182,1506257,1165772,585761,288539,93056,8028.604,7347.595,5577.856,2829.763,1717.494,1033.956,4422.545,2.354229550363295,1599.6861595055725,2.7956938102142974,3.8125,3.3,3.2
荃,quan2,9,8124,9345,-0.06989524300188905,3781,1379,1721,3019,4510,3046,11.779,6.727,8.234,14.585,26.845,33.844,17.002,4.744679242634892,2.186593608715505,5.496673319251752,3.8125,3.1,3.3
泉,quan2,9,1613991,127255,0.8538345529580542,720684,321127,252852,215488,143758,86711,2245.121,1566.473,1209.818,1041.005,855.702,963.456,1313.596,2.881207693507477,63.02534519238809,4.1936480713562885,3.9375,3.9,3.2
拳,quan2,10,358,32,0.8358974358974359,17,18,39,148,137,31,0.053,0.088,0.187,0.715,0.815,0.344,0.367,5.864231485432177,43.281691137221614,4.353775801579702,2.625,2.4,2.7
铨,quan2,11,53335,2237,0.9194918304181963,22210,6103,4957,7045,8759,6557,69.19,29.771,23.718,34.034,52.137,72.856,46.951,4.319202331351433,2.186593608715505,5.496673319251752,2.9375,2.5,3
劝,quan4,4,768,8619,-0.8363694471077021,3937,1115,810,1929,1472,124,12.265,5.439,3.876,9.319,8.762,1.378,6.84,5.105683937315562,56.98005698005698,4.236721362176741,2.3125,2.6,2.7
雀,que4,11,1094,4597,-0.6155332981901248,2126,1006,713,1148,573,125,6.623,4.907,3.411,5.546,3.411,1.389,4.215,5.28274568723745,31.834230479828676,4.483673157609379,2.75,3.2,2.8
阙,que4,13,57,36,0.22580645161290322,10,2,4,19,30,28,0.031,0.01,0.019,0.092,0.179,0.311,0.107,5.955852379121278,1.8007241483539451,5.552729664024445,3.375,3,3.1
群,qun2,13,1317926,3771495,-0.4820919707762435,1354430,1215150,1312595,744218,366659,93628,4219.408,5927.561,6280.359,3595.256,2182.494,1040.311,3874.232,2.411702292305095,518.0940621121208,3.284753938962972,3.4375,3.1,3.2
然,ran2,12,732460,607241,0.09346787081595072,223885,94006,95653,184396,310178,431834,697.461,458.566,457.67,890.802,1846.298,4798.156,1524.826,2.816494989020983,2366.7946467043535,2.6256559656612715,3.5625,3.6,3.4
燃,ran2,16,35400,22867,0.21509602347812656,1434,1211,2230,8353,17985,27044,4.467,5.907,10.67,40.353,107.054,300.489,78.157,4.101510673638641,116.72551175937181,3.9291294129787784,3,2.9,3
冉,ran3,5,102848,262417,-0.43685817146455314,9920,5347,12278,65888,113416,158455,30.903,26.083,58.746,318.3,675.095,1760.611,478.29,3.3194016321184243,7.0099618632350005,5.096369551659336,3.8125,3.6,3.4
苒,ran3,8,1558,9439,-0.7166499954533054,258,226,514,1515,2589,5888,0.804,1.102,2.459,7.319,15.411,65.422,15.42,4.784626847216578,0.32155788363463306,5.87891381021477,3.5625,3.4,3.3
染,ran3,9,888,2837,-0.5232214765100671,847,348,403,748,876,503,2.639,1.698,1.928,3.614,5.214,5.589,3.447,5.351932870551066,176.149408655052,3.7516602930529404,2.5625,2.7,2.8
让,rang4,5,83618,26377,0.5203963816537115,58868,20298,13500,8377,6688,2298,183.389,99.015,64.593,40.469,39.81,25.533,75.468,4.116520268518047,413.71637308431895,3.382248818265587,2.3125,2.9,2.7
饶,rao2,9,5891,3915,0.20150928003263308,949,543,899,2209,3499,1709,2.956,2.649,4.301,10.671,20.827,18.989,10.066,4.956009334121866,19.550719324985693,4.687172972162386,2.9375,2.7,2.8
娆,rao2,9,248,10948,-0.9556984637370489,400,427,785,1937,4482,3187,1.246,2.083,3.756,9.357,26.679,35.411,13.089,4.85111983087177,0.5144926138154129,5.819732840381327,3.25,3.1,2.9
热,re4,10,6814,6305,0.03879868892446071,3921,2601,2609,2050,1500,433,12.215,12.688,12.483,9.903,8.929,4.811,10.172,4.951869072971032,634.1121465274964,3.197149581294272,2.1875,3.1,2.7
人,ren2,2,103250,29891,0.5509872991790657,45314,16463,13239,16863,25397,15924,141.165,80.307,63.344,81.464,151.173,176.933,115.731,3.932813793988103,7822.088454142629,2.106621759242807,3.125,3.1,3
壬,ren2,4,6379,6864,-0.03662312164917315,5170,2017,1719,1386,1490,1457,16.106,9.839,8.225,6.696,8.869,16.189,10.987,4.921289494671724,1.672100994900092,5.5731471312642675,3.125,3,3.1
仁,ren2,4,3270504,892925,0.5710626985592885,2058043,799134,568996,364573,251108,120186,6411.349,3898.215,2722.469,1761.222,1494.69,1335.4,2937.224,2.5319150981796517,78.97461622066588,4.097047835315715,4.3125,4.2,3.6
忍,ren3,7,14260,12652,0.059750297265160526,7601,2350,2356,4595,8690,1294,23.679,11.463,11.273,22.198,51.726,14.378,22.453,4.629801596440893,91.45106210568964,4.034088095170134,2.0625,2.6,2.9
认,ren4,4,1679,5646,-0.5415699658703071,3158,1292,1027,855,770,223,9.838,6.302,4.914,4.13,4.583,2.478,5.374,5.1955879408622865,979.9798061649078,3.0083399326418823,2.625,2.9,2.9
任,ren4,6,212911,78677,0.46035502146864754,88380,47711,47446,42828,41771,23531,275.327,232.737,227.014,206.899,248.637,261.456,242.012,3.6143722802901355,835.9861858733191,3.0772817098066185,3.125,3,3.3
韧,ren4,7,8680,2626,0.5354678931540775,975,1458,2359,2828,2386,1331,3.037,7.112,11.287,13.662,14.202,14.789,10.682,4.932482798096324,15.434778414462386,4.7842361470143615,3.75,3.5,3.8
仍,reng2,4,853,3303,-0.5895091434071222,2556,709,445,260,143,44,7.963,3.459,2.129,1.256,0.851,0.489,2.691,5.432855954804343,284.45010386319643,3.5444697946359116,2.5625,2.9,3
日,ri4,4,714199,288666,0.424317330847123,321306,200836,177438,155268,110398,37278,1000.953,979.688,848.986,750.087,657.131,414.2,775.174,3.110040909194109,1240.891872946049,2.9059162149703006,2.9375,2.9,2.7
戎,rong2,6,5184,4216,0.10297872340425532,994,1429,1621,1934,2049,1294,3.097,6.971,7.756,9.343,12.196,14.378,8.957,5.001871492871733,7.2028965934157805,5.086032763176809,3.0625,2.5,3.3
荣,rong2,9,8365962,10872422,-0.13028433157379538,8687049,4220351,3146142,1777883,1006747,403007,27062.458,20587.078,15053.311,8588.807,5992.542,4477.856,13627.009,1.8655675882939866,128.17297241676476,3.88882834669828,4.1875,3.9,3.8
容,rong2,10,167200,3005572,-0.8946032050207201,1000884,733281,774432,394530,205408,59177,3118.019,3576.98,3705.416,1905.942,1222.667,657.522,2364.424,2.6260910010759355,568.1927803823967,3.2447406171260025,3.8125,3.6,3.7
嵘,rong2,12,33869,23473,0.18129817585713787,2350,6886,17018,11123,11810,8080,7.321,33.59,81.426,53.734,70.298,89.778,56.025,4.243934706051314,1.7364125716270187,5.562818423007135,3.875,3.1,3.6
蓉,rong2,13,20764,2112103,-0.9805294938690504,331242,362410,533199,390388,348337,166701,1031.907,1767.854,2551.191,1885.932,2073.435,1852.233,1860.425,2.7301544575612624,11.511772234119864,4.902681170163803,4.0625,3.7,3.3
溶,rong2,13,3419,17456,-0.6724311377245509,1406,1116,2330,4634,6100,5281,4.38,5.444,11.148,22.386,36.31,58.678,23.058,4.6187404794511515,162.51535438894356,3.786441460047748,2.6875,3,2.9
榕,rong2,14,76794,151481,-0.32717993648012267,22218,18905,25724,39978,68872,52541,69.215,92.22,123.081,193.13,409.952,583.789,245.231,3.6086572711390135,4.437498794157936,5.264600826348223,3.375,3.6,3.4
熔,rong2,14,4156,8766,-0.35675592013620183,924,865,987,2204,4052,3891,2.879,4.22,4.722,10.647,24.119,43.233,14.97,4.796695083861517,26.17481172785913,4.565833456104046,2.375,2.6,2.8
镕,rong2,15,7566,4032,0.30470770822555615,616,210,280,1013,4011,5468,1.919,1.024,1.34,4.894,23.875,60.756,15.635,4.778977194795159,0,6,2.4375,3.1,3.1
融,rong2,16,15581,16718,-0.035202328245456514,3113,1433,2150,6153,10008,9448,9.698,6.99,10.287,29.725,59.571,104.978,36.875,4.421647358489639,82.51175294064684,4.078252400227986,3.5625,3.3,3.3
柔,rou2,9,4576,122193,-0.9278056938210446,12373,6229,5414,7952,39840,54972,38.545,30.385,25.904,38.415,237.143,610.8,163.532,3.783749623112967,60.19563581640331,4.213279548580514,3.8125,4.1,3.4
如,ru2,6,1228911,1543060,-0.11333055071643967,1133723,490061,350027,265101,297634,234573,3531.847,2390.541,1674.77,1280.681,1771.631,2606.367,2209.306,2.6555475973954548,2213.47584778736,2.654729051992397,3.5,3.5,3.3
茹,ru2,9,39755,1481962,-0.9477498115615453,276736,183901,184183,193187,364988,318428,862.106,897.078,881.258,933.271,2172.548,3538.089,1547.392,2.8101190811950034,5.530795598515689,5.185033908618035,3.75,3.7,3.1
儒,ru2,16,360356,98125,0.571956089783437,187024,64365,48765,48264,59012,50951,582.629,313.976,233.325,233.159,351.262,566.122,380.079,3.4189849830971766,29.583325294386242,4.514515295951529,4.0625,4,4.1
濡,ru2,17,570,541,0.026102610261026102,34,16,33,119,293,615,0.106,0.078,0.158,0.575,1.744,6.833,1.582,5.588043762069598,2.636774645803991,5.439283609342874,3.3125,3.3,3.1
汝,ru3,6,462339,343410,0.14760055550798076,340797,147331,112203,84176,75925,46025,1061.673,718.688,536.856,406.647,451.935,511.389,614.531,3.2107500698002336,7.074273439961928,5.092896547041663,3.1875,3.2,2.9
阮,ruan3,6,742,990,-0.14318706697459585,226,105,124,412,535,336,0.704,0.512,0.593,1.99,3.185,3.733,1.786,5.5550188879120554,5.659418751969542,5.176563675308431,3.3125,3.2,3.2
蕤,rui2,15,1767,2942,-0.24952219154809938,92,168,604,1021,1528,1296,0.287,0.82,2.89,4.932,9.095,14.4,5.404,5.193548676752738,0,6,3.0625,2.8,2.8
蕊,rui3,15,20787,776641,-0.9478648856072273,61306,49495,79634,175316,197975,233709,190.984,241.439,381.024,846.937,1178.423,2596.767,905.929,3.0424267108617977,13.441119535927662,4.840399137138351,3.75,3.5,3
芮,rui4,7,17929,114037,-0.7282784959762363,2334,1815,3827,12062,52191,59778,7.271,8.854,18.311,58.271,310.661,664.2,177.928,3.7473216924455937,0.5788041905423396,5.801671729548501,3.625,3.5,3.1
汭,rui4,7,447,545,-0.09879032258064516,15,19,57,151,296,456,0.047,0.093,0.273,0.729,1.762,5.067,1.329,5.632830511465319,0,6,2.625,2.7,2.6
锐,rui4,12,741421,239332,0.5119423544970039,79324,72499,135159,242947,271294,179479,247.115,353.654,646.694,1173.657,1614.845,1994.211,1005.029,2.9973895000371025,49.58422565646042,4.295984893800861,3.6875,3,3.7
瑞,rui4,13,3447610,4040395,-0.07916461060055383,2374358,1198444,1076699,1132135,1001487,703136,7396.754,5846.068,5151.67,5469.251,5961.232,7812.622,6272.933,2.2024601234906256,58.13766536114166,4.228135824564499,4.1875,4.1,3.7
睿,rui4,14,475759,327770,0.18417381326622934,2457,7136,31671,97577,211438,453177,7.654,34.81,151.536,471.386,1258.56,5035.3,1159.874,2.9352149155536718,3.8586946036155965,5.313480397939008,4.375,4,4.4
闰,run4,7,8715,6615,0.136986301369863,2535,1522,1744,2193,3500,3837,7.897,7.424,8.344,10.594,20.833,42.633,16.288,4.762255246124815,3.344201989800184,5.362089989815115,3.1875,3.3,3.1
润,run4,10,969991,925586,0.02342558492743898,605924,363408,276447,177439,237594,235898,1887.614,1772.722,1322.713,857.193,1414.25,2621.089,1645.93,2.7833248593972084,110.422977240133,3.953025241302116,4.125,3.5,3.6
若,ruo4,8,190896,418317,-0.3733029334567713,92472,44346,43136,58275,154237,215337,288.075,216.322,206.392,281.522,918.077,2392.633,717.17,3.1437727405446423,211.26352954795394,3.6731246185362836,3.4375,3.2,3.2
偌,ruo4,10,386,2526,-0.7348901098901099,36,11,33,172,552,2106,0.112,0.054,0.158,0.831,3.286,23.4,4.64,5.248720896016658,2.508151492350138,5.454921660781726,2.9375,2.9,2.9
飒,sa4,9,3624,17747,-0.6608488138131112,196,918,2119,6255,6532,5304,0.611,4.478,10.139,30.217,38.881,58.933,23.877,4.6042019938366074,2.701086222530918,5.431670797225015,3.625,3.1,3.8
萨,sa4,11,1301,2685,-0.347215253386854,306,207,418,1479,1114,458,0.953,1.01,2,7.145,6.631,5.089,3.805,5.318306607995436,62.38222942511881,4.1980324888756275,3.1875,2.9,2.9
